gene_id		SH200_E7_Z11_ST23	SH201_E7-Q	SH202_E7-R	SH203_E7-S	SH204_E7-T	SH205_E7-V	SH206_E7-X	SH221	SH222	SH223	SH230
tr20555		23	8	0	11	2	24	0	55	188	82	81
tr205556		0	0	0	0	0	0	0	0	0	0	6
tr205557		0	0	0	0	0	0	0	10	24	28	22
tr205560		73	18	41	49	70	218	30	352	771	552	282
tr205562		0	0	0	0	0	0	0	16	38	44	15
tr205572		0	0	0	0	0	0	0	13	31	48	10
tr205585		0	0	0	0	0	0	0	1	13	14	2
tr205591		0	0	0	0	0	0	0	2	7	3	0
tr205593		0	0	0	0	0	2	0	26	70	40	54
tr205594		325	224	1122	258	815	69	1299	595	388	395	387
tr20560		66	28	3	33	51	20	3	451	1004	788	381
tr205601		0	0	0	0	0	0	0	0	0	0	2
tr205605		0	0	0	0	0	0	0	8	21	34	4
tr205610		0	0	0	0	0	0	0	10	41	38	4
tr205622		0	0	0	0	0	0	0	34	61	98	30
tr205624		1	0	0	0	0	4	0	12	2	10	0
tr205634		0	0	0	0	0	0	0	14	27	36	7
tr205636		598	131	213	224	331	1195	72	9180	10518	10808	3465
tr205639		0	0	0	0	0	0	0	0	1	5	0
tr205641		0	0	0	0	0	0	0	4	0	1	0
tr205651		0	0	0	1	0	0	0	19	37	40	27
tr205653		0	0	0	0	0	0	0	0	0	0	27
tr205654		0	0	0	0	0	2	0	0	5	0	3
tr205659		0	0	0	0	0	0	0	31	72	87	14
tr205663		460	165	339	344	939	755	172	3926	6034	5277	2384
tr205665		5	0	0	4	0	7	1	68	101	71	44
tr205674		48	12	4	7	4	11	2	40	141	144	55
tr205677		0	0	0	0	0	0	0	2	3	9	6
tr205684		0	0	0	0	0	0	0	8	6	7	6
tr205685		0	0	0	0	0	0	0	6	0	1	4
tr205697		0	0	0	0	0	0	0	8	10	15	6
tr205698		0	0	0	1	0	0	0	6	15	18	7
tr205703		1	0	0	0	0	0	0	0	2	3	0
tr205704		0	0	0	0	0	0	0	4	8	5	4
tr20571		2112	631	125	355	245	1744	89	2119	2553	2110	651
tr205710		0	0	0	0	0	0	0	4	8	5	12
tr205717		0	0	0	0	0	3	0	6	10	5	4
tr205721		0	0	0	0	0	0	0	0	0	1	2
tr205728		302	72	111	160	400	296	50	1872	2500	1935	997
tr205734		0	0	0	0	0	0	0	7	8	16	6
tr205737		151	51	20	80	103	229	29	446	1026	690	352
tr205738		383	336	126	367	367	940	85	247	1055	897	371
tr205741		0	0	0	0	0	0	0	16	34	49	31
tr205747		0	0	0	0	0	0	0	10	14	34	20
tr205750		0	0	0	0	0	0	0	1	0	0	4
tr205752		0	0	0	0	0	0	0	2	9	8	7
tr205762		0	0	0	0	0	0	0	15	13	23	6
tr205763		0	0	0	0	0	0	0	8	18	14	14
tr205764		0	0	0	2	0	0	0	29	32	44	19
tr20577		6	8	4	15	14	46	5	215	362	243	423
tr205772		0	0	0	0	0	0	0	15	28	36	19
tr205775		131	34	12	48	42	119	21	529	1474	750	596
tr205778		0	0	0	0	0	0	0	4	0	0	2
tr205779		0	0	0	0	0	0	0	31	35	53	19
tr205783		57	29	21	78	126	262	17	46	245	66	67
tr205786		0	0	0	0	0	0	0	3	6	1	0
tr20579		129	44	13	65	73	109	6	436	968	596	305
tr20580		0	0	0	0	0	5	0	55	118	59	45
tr205803		0	0	0	1	0	0	0	170	228	420	68
tr205804		0	0	0	1	0	1	0	6	0	11	0
tr205807		0	0	22	2	0	0	20	6	7	3	24
tr205820		0	0	0	0	0	0	0	13	20	31	4
tr205823		0	0	4	0	0	0	0	31	52	75	60
tr205825		0	0	0	0	0	0	0	0	3	5	0
tr205831		0	0	0	1	0	0	0	11	38	35	13
tr205839		13	8	6	10	17	60	1	330	527	253	150
tr205840		0	0	0	0	0	0	0	62	48	83	23
tr205842		0	0	0	0	0	0	0	8	10	11	5
tr205858		0	0	0	0	0	0	0	7	11	33	14
tr205859		0	0	0	1	0	0	0	48	63	69	33
tr205861		0	0	0	0	0	0	0	1	3	10	0
tr205862		0	0	0	0	0	0	0	4	5	1	4
tr205864		0	0	0	0	0	0	0	2	2	7	0
tr205866		0	0	0	1	0	0	0	21	57	47	38
tr205873		0	0	0	0	0	0	0	43	147	74	96
tr205875		0	0	0	0	0	0	0	67	79	129	46
tr205882		0	0	0	2	0	0	0	24	22	57	11
tr205884		0	0	0	0	0	0	0	20	32	43	23
tr205885		0	0	0	0	0	0	0	8	12	17	7
tr20590		0	0	2	0	0	0	1	0	2	0	8
tr205907		0	0	0	0	0	0	0	2	5	8	0
tr205909		90	61	12	48	20	114	10	1305	2118	1933	1091
tr205921		0	0	0	0	0	0	0	12	17	19	8
tr205929		0	0	0	0	0	0	0	36	68	52	31
tr205939		0	0	0	0	0	0	0	52	116	128	43
tr205946		25	15	4	10	20	21	0	166	383	164	123
tr205955		0	0	0	0	0	1	0	22	35	55	20
tr20596		0	0	0	0	0	0	0	0	2	1	3
tr205961		0	0	0	0	0	0	0	15	16	35	4
tr205963		0	0	0	0	0	0	0	2	5	11	2
tr205964		57	27	10	52	45	105	19	445	571	750	288
tr205965		0	0	0	0	0	0	0	0	3	4	3
tr20597		0	0	0	0	0	0	0	4	3	0	6
tr205972		0	0	0	0	0	0	0	3	1	0	0
tr205984		5	1	0	1	0	7	1	16	73	27	25
tr205989		0	0	0	2	1	0	0	99	282	290	59
tr205993		1	0	0	0	0	0	0	0	10	6	0
tr205998		13	16	19	43	55	102	5	262	525	518	250
tr205999		0	0	0	0	0	0	0	8	7	3	5
tr206008		0	0	0	0	0	0	1	73	112	154	40
tr206009		0	0	0	0	0	0	0	20	20	42	7
tr206011		0	0	0	0	0	0	0	1	10	12	4
tr206018		0	0	0	0	0	0	0	2	0	0	2
tr206019		0	0	0	0	0	0	0	26	28	43	13
tr206029		0	0	0	0	0	0	0	10	20	29	15
tr20604		3	0	1	10	1	15	0	836	555	545	142
tr206040		0	0	0	1	0	0	0	9	17	13	22
tr206042		0	0	0	2	0	0	0	125	224	277	92
tr206045		0	0	0	1	0	0	0	5	8	21	8
tr206048		0	0	0	0	0	0	0	39	72	96	61
tr20605		5	5	0	4	4	16	2	88	242	138	97
tr206060		0	0	0	0	0	0	0	3	0	0	0
tr206067		0	0	0	0	0	0	0	0	0	0	15
tr206068		0	0	7	0	0	0	1	2	1	0	9
tr206072		0	1	0	0	0	1	0	4	14	5	0
tr206073		53	20	11	24	23	68	3	289	574	410	207
tr206076		0	0	0	0	0	0	0	1	6	20	4
tr206090		0	0	0	0	0	0	0	15	43	37	24
tr206092		0	0	0	0	0	0	0	22	39	64	20
tr206096		0	0	0	0	0	0	0	6	6	8	9
tr206099		0	0	0	0	0	0	0	11	27	27	7
tr2061		20	1	0	0	2	3	0	15	51	28	15
tr206116		0	0	0	0	0	0	0	7	10	11	7
tr206117		0	0	0	0	0	0	0	0	10	3	0
tr206119		0	0	0	0	0	0	0	4	7	5	0
tr206126		0	0	0	0	0	0	0	0	0	0	6
tr206127		0	0	0	0	0	0	0	22	19	36	14
tr206130		0	0	0	0	0	0	0	2	3	1	6
tr206135		0	0	0	0	0	0	0	0	0	3	0
tr206136		0	0	0	0	0	0	0	10	11	12	14
tr206142		0	0	0	0	0	0	0	4	15	13	4
tr206143		363	33	3	52	57	86	12	703	1230	650	385
tr206144		2	1	0	0	0	2	0	3	18	7	6
tr206148		0	0	0	0	0	0	0	2	5	5	5
tr206149		0	0	0	0	0	0	0	3	17	3	3
tr20615		43	25	8	19	5	138	10	2084	2082	2020	792
tr206153		47	11	4	13	11	23	2	59	209	177	66
tr206157		0	0	0	0	0	0	0	5	3	12	7
tr206162		0	0	0	0	0	0	0	5	11	10	0
tr206166		0	0	0	0	0	0	0	0	0	0	3
tr206171		0	0	0	0	0	0	0	11	18	36	3
tr206172		0	0	0	3	0	0	0	39	63	71	22
tr206174		0	0	0	0	0	0	0	16	23	40	13
tr206182		0	0	0	0	0	0	0	0	0	0	5
tr206183		0	0	0	0	0	0	0	7	6	11	0
tr206184		0	0	0	0	0	0	0	0	1	2	7
tr206185		0	0	0	0	0	0	0	29	28	42	5
tr206191		0	0	0	0	0	0	0	0	0	4	0
tr206194		0	0	0	0	0	0	0	3	30	35	3
tr206199		0	0	0	0	0	0	1	232	263	291	97
tr206204		7	3	0	8	0	6	1	65	146	84	54
tr206205		0	0	0	0	0	0	0	1	1	3	7
tr206206		0	0	0	0	0	0	0	7	30	36	18
tr206207		0	0	1	0	0	0	0	23	53	56	32
tr206212		0	0	8	0	0	0	3	4	4	0	22
tr206214		1	1	0	1	0	1	0	0	6	0	0
tr206220		0	0	0	0	0	0	0	8	16	18	3
tr206221		0	0	0	0	0	0	0	0	8	11	1
tr206225		0	0	0	3	0	1	0	199	326	402	146
tr206234		0	0	0	0	0	0	0	4	8	8	10
tr206235		0	0	0	2	0	1	0	44	72	91	34
tr206247		0	0	0	0	0	0	0	7	18	17	11
tr206252		0	0	0	1	0	0	0	125	241	269	77
tr206253		0	0	0	8	0	0	0	671	1218	1638	459
tr206254		0	0	0	0	0	0	0	0	0	0	11
tr206258		0	0	0	0	0	0	0	7	16	20	5
tr206261		0	0	0	0	0	0	0	4	11	2	5
tr206266		0	0	0	0	0	0	0	25	22	22	11
tr206269		0	0	0	0	0	0	0	7	0	0	0
tr206278		0	0	0	0	0	0	0	0	4	6	0
tr206285		7	3	3	5	6	14	0	60	118	89	64
tr206286		0	0	0	0	0	0	0	5	8	6	2
tr206289		4	1	0	1	0	0	0	16	78	45	13
tr206291		0	0	0	0	0	0	0	0	0	0	9
tr206295		0	0	0	0	0	0	0	2	0	1	2
tr206296		0	0	0	0	0	0	0	13	4	16	18
tr206297		0	0	0	0	0	0	0	35	62	61	17
tr206302		8	4	4	4	3	57	3	768	241	320	128
tr206304		0	0	0	0	0	0	0	1	2	6	3
tr206316		0	0	0	0	0	0	0	6	17	20	8
tr206322		0	0	1	6	0	1	0	809	1573	2229	587
tr206323		0	0	0	0	0	0	0	29	36	55	22
tr206326		4	36	10	44	57	39	7	197	55	90	31
tr20633		0	1	0	0	2	0	0	15	119	22	29
tr206332		0	0	0	0	0	0	0	7	6	16	8
tr206334		0	0	0	0	0	0	0	23	31	32	21
tr206335		0	0	0	0	0	0	0	9	1	1	0
tr206337		0	0	0	1	0	0	0	62	150	164	80
tr206338		0	0	0	0	0	0	0	3	5	14	9
tr206340		0	0	0	0	0	0	0	14	28	27	7
tr206346		0	0	0	0	0	0	0	8	16	22	2
tr206352		0	0	0	0	0	0	0	1	3	1	10
tr206353		122	62	44	66	72	262	28	315	797	505	337
tr206361		0	0	0	0	0	0	0	1	5	0	3
tr206362		0	0	0	0	0	0	0	28	46	68	16
tr206363		0	0	0	0	0	0	0	9	16	35	9
tr206370		0	0	0	1	0	0	3	15	21	32	10
tr206374		0	0	8	1	0	0	3	2	2	1	13
tr206375		0	0	0	0	0	0	0	2	0	3	3
tr206384		0	0	0	0	0	0	0	38	107	109	68
tr206386		0	0	0	0	0	0	0	20	46	50	19
tr206398		0	0	0	0	0	0	0	5	2	4	0
tr206399		0	0	0	1	2	0	0	10	31	39	0
tr206400		0	0	0	0	0	0	0	0	1	3	0
tr206401		0	0	0	0	0	0	0	17	38	34	17
tr206402		371	154	97	229	710	176	38	1062	1282	997	896
tr206409		0	0	0	1	0	0	0	32	49	49	7
tr20641		0	0	0	0	0	0	0	8	0	0	0
tr206412		0	0	0	0	0	0	0	3	8	10	0
tr206413		0	0	0	0	0	0	0	1	8	10	3
tr206414		0	0	0	0	0	0	0	4	4	11	4
tr206415		0	0	0	0	0	0	0	19	19	41	11
tr206416		0	0	0	0	0	0	0	61	92	101	40
tr206418		0	0	0	0	0	0	0	0	2	1	2
tr206419		0	0	0	0	0	0	0	22	52	41	10
tr206424		0	0	0	0	0	0	0	4	8	6	1
tr206428		0	0	0	0	0	0	0	23	23	23	20
tr206431		0	0	0	0	0	0	0	2	7	4	0
tr206433		0	0	0	0	0	0	0	1	6	6	0
tr206436		1	0	4	0	0	24	2	50	79	78	30
tr206439		0	0	0	0	0	0	0	28	33	46	27
tr20644		0	0	1	0	0	0	1	115	272	228	154
tr206445		0	0	0	0	0	0	0	10	17	31	13
tr20645		159	22	19	24	71	69	8	420	710	795	278
tr206452		0	0	0	0	0	0	0	3	2	8	0
tr206453		0	0	0	2	0	0	0	23	61	44	22
tr206457		0	0	0	1	0	0	0	118	157	246	76
tr206458		0	0	0	0	0	0	0	52	115	111	41
tr206466		0	0	0	5	0	0	0	89	153	195	71
tr206474		0	0	0	0	0	0	0	37	48	70	27
tr206475		0	0	0	0	0	0	0	3	10	5	3
tr206480		0	0	0	0	0	0	0	64	86	148	39
tr206481		0	0	0	0	0	0	0	2	2	5	6
tr206486		0	0	0	0	0	0	0	11	29	28	6
tr206490		0	0	1	2	0	0	0	1	0	2	4
tr206491		0	0	0	0	0	0	0	68	107	109	43
tr206492		0	0	0	0	0	0	0	1	13	0	2
tr206504		0	0	0	0	0	0	0	6	15	15	4
tr206508		0	0	0	0	0	0	0	0	3	3	0
tr206520		5	1	0	0	5	0	0	37	5	6	0
tr206525		0	0	0	0	0	0	0	9	15	23	19
tr206530		17	2	0	6	1	3	1	56	233	62	42
tr206533		57	23	30	43	93	95	21	274	645	679	234
tr206536		18	10	0	13	10	16	6	304	626	443	255
tr206539		14	9	13	19	49	12	5	50	86	51	34
tr206542		0	0	0	0	0	0	0	21	38	63	14
tr206547		0	2	0	1	0	1	0	4	3	3	0
tr206550		0	0	0	0	0	0	0	3	6	12	0
tr206559		0	0	0	0	0	0	0	10	8	10	5
tr206560		0	0	0	0	0	0	0	6	13	17	6
tr206564		0	0	0	0	0	0	0	16	13	20	11
tr206571		0	0	0	0	0	0	0	6	5	6	0
tr206572		0	0	0	0	0	0	0	1	2	4	0
tr206578		0	0	0	1	0	0	0	9	14	30	2
tr206584		0	0	0	0	0	0	0	2	6	7	2
tr206589		0	0	0	0	0	0	0	2	9	2	4
tr206590		5	1	0	0	3	2	0	8	46	30	18
tr206608		6	5	1	5	2	30	5	89	499	119	124
tr206620		93	36	42	57	188	131	10	634	681	609	292
tr206631		0	0	0	0	0	0	0	8	4	0	12
tr206641		0	0	0	1	0	0	0	130	338	351	108
tr206642		0	0	0	0	0	0	0	15	40	27	17
tr206644		0	0	0	0	0	0	0	2	3	4	1
tr206646		0	0	0	0	0	0	0	10	17	24	1
tr206648		103	33	10	29	56	29	19	318	568	383	185
tr206650		0	0	4	1	0	0	1	16	0	5	21
tr206652		0	0	0	0	0	0	0	0	0	0	5
tr206658		6	9	0	17	12	31	9	193	669	309	259
tr206662		18	17	1	13	15	13	0	66	117	69	58
tr206665		0	0	0	0	0	0	0	1	4	0	0
tr206667		373	56	12	103	155	60	9	1238	2401	915	647
tr206669		0	0	0	0	0	0	0	0	0	0	3
tr206687		0	0	0	0	0	0	0	7	1	1	1
tr206688		0	0	0	2	1	3	0	10	16	13	8
tr206696		0	0	0	0	0	0	0	13	20	14	8
tr20670		0	0	1	3	3	5	0	57	108	76	54
tr206702		14	11	7	10	7	11	8	6	27	17	14
tr206711		0	0	0	0	0	0	0	19	57	41	29
tr206720		0	0	0	0	0	0	0	3	1	3	0
tr206722		0	0	0	0	0	0	0	19	67	34	14
tr206723		2	0	0	0	1	1	0	30	33	26	31
tr206732		0	0	0	0	0	0	0	3	1	0	0
tr206735		41	18	0	34	43	5	0	391	849	420	390
tr206741		0	0	0	1	0	0	0	4	12	6	1
tr206744		0	0	0	0	0	0	0	3	0	0	0
tr206745		0	0	0	0	0	0	0	6	0	0	0
tr206759		36	0	0	1	0	2	0	20	124	16	13
tr206760		0	0	0	0	0	0	0	23	24	30	10
tr206762		2	1	4	13	0	25	5	677	1149	1123	539
tr206763		2	0	0	4	0	4	0	27	65	38	30
tr206766		0	0	0	0	0	0	0	0	1	3	4
tr206770		0	0	0	0	0	1	0	20	39	30	6
tr206771		6	4	1	1	5	5	3	68	108	40	27
tr206774		0	0	0	0	0	0	0	4	0	0	0
tr206775		0	0	0	0	0	0	0	3	7	11	5
tr206801		0	0	0	0	0	0	0	4	2	2	7
tr206802		2	2	2	1	0	4	2	57	114	45	38
tr206804		0	0	0	0	0	0	0	25	13	50	4
tr206807		0	0	0	1	0	0	0	11	23	13	19
tr206808		0	0	0	1	0	0	0	54	71	100	40
tr206830		0	0	0	0	0	0	0	11	7	21	5
tr206833		0	0	0	0	0	0	0	3	7	8	2
tr206835		6	14	4	14	24	58	2	860	1870	1014	768
tr206836		0	0	0	0	0	0	0	0	4	0	0
tr206839		0	0	0	0	0	0	0	15	13	17	9
tr206841		0	0	0	0	0	1	0	2	1	2	3
tr206847		0	0	0	0	4	0	0	93	182	222	84
tr206848		0	0	0	0	0	0	0	3	9	11	2
tr206850		0	0	0	0	0	0	0	38	77	69	34
tr206859		0	0	0	0	0	0	0	2	9	6	3
tr206861		0	0	0	0	0	0	0	8	4	12	3
tr206867		0	0	0	0	0	0	0	25	49	77	26
tr206868		4	0	0	2	0	8	0	10	56	22	10
tr206879		0	0	0	0	0	0	0	1	0	3	0
tr206880		0	0	0	0	2	0	0	33	51	43	21
tr206888		0	0	0	3	0	0	0	2	9	7	0
tr206889		0	0	0	0	0	0	0	3	7	10	5
tr206892		0	0	0	0	0	0	0	1	4	2	0
tr206899		0	0	0	0	0	0	0	9	26	18	2
tr2069		0	0	0	0	0	0	0	2	17	11	0
tr20690		60	23	2	36	22	59	1	3774	5299	2197	1848
tr206900		25	15	0	19	0	8	4	124	424	165	115
tr206903		1	2	0	3	0	27	2	336	222	252	84
tr206914		0	0	0	0	0	0	0	6	20	8	7
tr206927		8	6	1	8	2	6	0	163	444	275	112
tr206931		0	1	0	3	0	7	0	31	55	47	25
tr206939		0	5	2	4	0	4	0	99	106	108	80
tr206943		0	0	0	0	0	0	0	6	11	6	10
tr206945		0	0	0	0	0	0	0	6	8	5	4
tr206948		386	97	17	65	83	181	21	442	970	603	412
tr206953		0	0	0	0	0	0	0	37	71	68	39
tr206960		6	1	0	2	0	5	0	84	163	131	63
tr206961		10	1	0	3	5	8	0	29	111	64	45
tr206964		0	0	0	0	0	0	0	32	40	50	34
tr206965		0	0	0	0	0	0	0	0	1	3	3
tr206982		0	0	0	0	0	0	0	5	11	25	3
tr206984		9	2	4	0	8	1	2	70	168	71	34
tr206987		0	0	0	0	0	0	0	0	0	0	3
tr206992		2	0	0	0	0	1	0	7	15	2	14
tr206997		0	0	0	0	0	0	0	3	11	5	0
tr207000		78	27	6	12	13	35	11	112	445	298	142
tr207002		0	0	0	0	0	0	0	0	1	0	4
tr207007		0	0	0	1	0	0	0	45	121	126	45
tr207008		0	0	0	0	0	0	0	2	2	10	0
tr207020		0	0	0	0	0	0	0	0	2	4	4
tr207028		189	74	6	52	61	47	25	559	975	607	401
tr207032		0	0	0	0	0	0	0	6	20	23	9
tr207039		0	0	0	2	0	0	0	40	69	83	19
tr207040		0	0	0	0	0	0	0	2	3	4	0
tr207051		0	0	0	0	0	0	0	70	127	244	34
tr207057		0	0	0	0	0	0	0	15	25	24	4
tr20706		5	0	0	1	0	7	0	25	61	9	17
tr207062		0	0	0	0	0	0	0	11	13	25	6
tr207072		1	0	0	0	0	0	0	9	24	15	5
tr207074		0	0	0	0	0	1	0	12	20	12	8
tr207076		1	0	0	0	0	1	0	2	20	3	0
tr207080		1	1	0	0	0	4	0	16	67	23	29
tr207082		0	0	0	0	0	0	0	34	81	77	34
tr207085		0	0	0	0	0	0	0	0	5	10	4
tr207091		0	0	0	0	0	0	0	12	9	21	3
tr207092		1	0	0	0	0	0	0	0	1	0	3
tr207097		0	0	0	0	0	0	0	1	0	2	3
tr207098		1	1	0	0	2	2	0	25	54	30	10
tr207099		0	0	0	0	0	0	0	11	10	10	15
tr207110		0	0	0	0	0	0	0	0	0	3	0
tr207112		55	52	30	84	86	190	16	192	556	459	201
tr207115		0	0	0	0	0	0	0	5	13	19	12
tr207116		0	0	0	0	0	0	0	51	88	98	18
tr207125		0	0	0	0	0	0	0	51	89	126	39
tr207127		3	0	0	2	4	3	4	44	53	51	41
tr207129		32	11	7	10	11	20	2	167	389	248	111
tr207130		0	0	0	0	0	0	0	1	0	5	0
tr207131		25	7	44	7	23	111	21	445	278	258	135
tr207137		0	0	0	0	0	0	0	0	2	8	0
tr207139		0	0	0	1	0	0	0	23	46	63	30
tr207140		3	1	0	1	1	4	0	432	88	82	23
tr207149		0	0	0	0	0	0	0	11	17	17	0
tr207152		349	183	27	71	89	228	53	505	1431	598	571
tr207153		496	72	123	100	203	269	34	2155	3459	1547	647
tr207156		0	0	0	0	0	0	0	9	20	16	14
tr207159		13	3	1	4	5	1	0	118	175	84	70
tr20716		15	2	14	6	19	30	10	618	691	505	270
tr207162		0	0	0	1	0	0	0	7	14	24	18
tr207164		0	0	0	0	0	0	0	9	42	14	18
tr207167		30	17	13	30	69	52	6	675	889	834	247
tr207172		1	3	0	0	0	0	0	13	19	10	17
tr20718		1	0	3	2	0	7	1	128	46	95	15
tr207180		219	33	10	24	49	58	0	286	933	225	215
tr207182		0	0	11	2	0	0	2	2	4	0	5
tr207186		0	0	0	0	0	0	0	22	26	40	20
tr207188		0	0	0	0	0	0	0	17	16	34	8
tr207194		0	0	0	0	0	0	0	6	2	8	3
tr207195		0	0	0	0	0	0	0	1	3	11	3
tr207201		0	0	0	0	0	0	0	11	16	13	6
tr207204		34	10	2	10	23	22	12	686	942	340	180
tr207208		46	12	2	20	33	29	7	289	512	310	208
tr207212		0	0	0	0	0	0	0	7	13	26	9
tr207213		86	22	25	38	76	43	16	905	1043	885	278
tr207214		0	0	0	0	0	0	0	3	0	0	0
tr207218		0	0	0	1	0	0	2	60	119	162	40
tr207221		0	0	0	0	0	0	0	1	3	3	3
tr207222		0	0	0	0	0	0	0	4	1	2	5
tr207227		0	0	0	0	0	0	0	5	2	3	18
tr207228		0	0	0	1	0	0	0	4	16	10	9
tr207229		110	40	7	43	48	89	8	208	644	431	151
tr207232		0	2	9	3	0	52	0	414	111	307	32
tr207233		0	0	0	0	0	0	0	6	3	5	0
tr207236		0	0	0	0	0	0	0	12	13	31	8
tr207237		1	1	18	2	4	2	26	50	12	19	141
tr207245		118	31	38	66	77	232	24	2454	2573	3510	838
tr207251		22	1	1	4	15	17	3	173	280	109	85
tr207252		11	5	0	9	3	9	1	49	60	47	32
tr207257		0	0	0	0	0	0	0	0	0	1	3
tr207261		9	7	0	6	2	10	0	37	95	52	31
tr207267		1093	331	85	155	120	639	107	1612	6236	2631	1900
tr207276		0	0	0	0	0	0	0	30	45	57	15
tr207283		1061	430	66	217	216	639	134	9808	20211	15579	5162
tr207284		0	0	0	0	0	0	0	0	0	0	21
tr207285		0	0	0	0	0	0	0	0	1	7	0
tr207288		0	0	0	0	0	0	0	0	5	3	0
tr207291		6	5	0	4	5	4	0	102	270	153	127
tr207305		0	0	0	2	0	0	0	27	46	41	12
tr207307		0	0	0	0	0	0	0	5	1	3	0
tr207310		0	0	0	0	0	0	0	0	2	4	0
tr207315		0	0	0	0	0	0	0	11	29	44	1
tr207324		0	0	0	0	0	0	0	4	5	3	7
tr207325		0	0	0	0	0	16	0	5	18	8	2
tr207332		43163	767	247	662	793	2821	104	6832	25916	4348	3009
tr207339		0	0	0	0	0	0	0	0	2	8	1
tr207367		25	2	2	2	8	4	1	8	6	24	15
tr20737		2	1	3	5	0	8	0	200	243	231	92
tr207370		0	0	0	0	0	0	0	16	44	8	4
tr207376		0	0	0	0	0	0	0	0	0	6	0
tr207380		0	0	0	0	0	0	0	1	0	6	3
tr207381		0	0	0	0	0	0	0	18	12	15	41
tr207383		0	0	0	0	0	0	0	18	50	73	21
tr207386		0	0	0	2	0	0	0	14	10	8	7
tr207387		82	50	7	32	10	94	6	370	606	640	292
tr207389		0	0	0	0	0	0	0	0	0	5	2
tr207398		0	0	0	1	0	0	0	10	32	17	13
tr207399		0	0	0	0	0	0	0	1	2	2	1
tr207405		0	1	0	0	0	0	0	10	1	2	0
tr207409		0	0	0	0	0	0	0	7	13	18	5
tr207416		0	0	0	0	0	0	0	5	1	4	4
tr207418		0	0	0	0	0	0	0	3	1	11	3
tr207421		22	2	0	0	4	4	0	49	120	50	43
tr207422		0	0	0	0	0	0	0	14	32	27	14
tr207425		1	1	0	2	0	3	0	41	62	58	23
tr207433		16	3	0	6	0	18	1	1	24	12	3
tr207435		0	0	0	0	0	0	0	1	2	4	0
tr207436		0	0	0	0	0	0	0	8	9	9	7
tr207437		4	3	1	7	7	3	0	68	131	66	40
tr20744		22	13	8	19	14	66	6	431	301	701	94
tr207442		0	0	0	0	0	0	0	0	3	1	7
tr207444		0	0	0	0	0	0	0	0	1	5	1
tr207447		0	0	0	0	0	0	0	23	29	49	16
tr207448		0	0	0	0	0	0	0	24	39	58	13
tr207455		0	0	0	0	0	0	0	0	1	0	2
tr20746		0	0	0	0	0	0	1	1	3	2	0
tr207462		0	0	0	0	0	1	0	81	144	135	55
tr207470		0	0	0	0	0	0	0	6	2	10	0
tr207476		12	17	12	6	6	14	2	9	29	32	14
tr207485		0	0	0	0	0	0	0	1	0	0	3
tr207486		0	0	0	0	0	0	0	439	0	6	0
tr207488		1	1	0	0	0	1	0	17	35	18	14
tr207502		0	0	0	0	0	0	0	23	20	25	15
tr207503		3291	888	181	1302	926	2021	405	9569	23090	24715	8228
tr207512		0	0	0	0	0	0	0	0	4	2	2
tr207528		0	0	0	1	0	0	0	323	440	615	192
tr207531		0	0	0	0	0	0	0	3	1	5	2
tr207537		0	0	0	0	0	0	0	24	26	53	8
tr207551		0	0	0	0	0	0	0	23	27	24	15
tr207553		0	0	0	0	0	0	0	1	5	2	0
tr207561		0	0	0	0	0	0	0	2	12	12	1
tr207565		0	0	0	0	0	0	0	8	9	13	0
tr207566		0	0	0	0	0	0	0	0	3	0	0
tr20757		127	69	20	98	56	129	18	2653	4545	2544	1900
tr207577		0	0	0	0	0	0	0	11	35	21	2
tr207582		0	0	0	0	0	0	0	1	1	0	2
tr207585		0	0	0	0	0	0	0	10	18	19	11
tr207587		0	2	5	0	0	14	3	85	88	61	33
tr20759		257	3	0	0	0	1	0	0	4	10	8
tr207595		4	0	0	2	3	4	0	44	206	110	24
tr207603		0	0	0	0	0	0	0	7	13	24	1
tr207605		0	0	0	0	0	0	0	19	32	25	9
tr207611		26	11	11	8	1	106	11	373	336	610	125
tr207612		0	0	0	0	0	0	0	7	11	11	26
tr207613		0	0	3	0	1	0	3	36	29	38	33
tr207617		0	2	0	0	0	0	0	0	6	1	0
tr207619		0	0	0	0	0	0	0	1	1	0	4
tr207622		0	0	0	1	0	0	0	7	10	19	1
tr207628		0	0	0	0	0	0	0	1	3	4	0
tr207630		0	0	0	0	0	0	0	9	20	29	4
tr207642		0	0	0	0	0	0	0	0	0	3	0
tr207647		0	0	0	0	0	0	0	49	54	78	20
tr207649		0	0	0	0	0	0	0	6	22	15	8
tr207652		0	0	0	2	0	0	0	104	176	234	60
tr207657		10	10	1	13	15	12	1	210	344	282	130
tr207662		2	0	0	2	2	1	0	17	35	18	5
tr207664		0	0	0	0	0	0	0	12	16	26	0
tr207667		0	0	0	0	0	0	1	57	107	102	45
tr20767		0	0	0	0	0	1	0	1	2	6	4
tr207672		0	0	0	0	0	9	0	35	45	41	17
tr207673		0	1	0	0	0	1	0	13	39	24	14
tr207674		0	0	0	0	0	0	0	1	0	0	3
tr207682		0	0	0	0	0	0	0	4	4	2	0
tr207688		0	0	0	1	0	0	0	22	40	51	13
tr207696		0	0	0	1	0	0	0	46	86	93	38
tr207697		33	10	26	26	21	160	3	1367	1411	1065	462
tr207698		0	0	0	0	0	0	0	11	11	17	25
tr207705		0	3	3	2	11	3	0	131	58	55	27
tr207706		2	0	0	0	4	0	0	4	0	1	0
