,0
0,-1.99700905588
1,-3.71882136838
2,-1.19784510382
3,-1.50189855343
4,1.15983637556
5,-4.96709685327
6,0.609861431536
7,0.604868287371
8,1.12460404598
9,4.01416984905
10,-4.99034669332
11,-5.74006000246
12,-5.80788354089
13,4.29689982415
14,-0.396279465956
15,-1.69009328937
16,1.55435189511
17,0.653864781362
18,-3.13676374047
19,-2.91675007393
20,0.53516872111
21,-2.03977815319
22,-6.77518286466
23,-1.36929621714
24,-3.67530375223
25,-0.134755048682
26,2.19987204855
27,2.12246190051
28,-2.08972053922
29,9.27811650805
30,8.91772163805
31,7.5811290405
32,10.1277283609
33,3.27883870951
34,0.627411461884
35,0.711100226957
36,-7.44263625306
37,-1.44044749806
38,-7.69615440451
39,1.7310900844
40,3.11454151798
41,-0.885971357692
42,-0.825212407387
43,-7.28832935743
44,2.81730884608
45,2.83889282685
46,2.85716125231
47,4.28179037812
48,6.06385165291
49,3.01218607696
50,6.33445004349
51,-2.74337682188
52,4.77566010215
53,-1.32330150838
54,-3.50891576257
55,-5.50886393779
56,7.74923105718
57,9.22250463552
58,-3.33311029713
59,1.7768072819
60,-4.05884519704
61,6.25238886957
62,-1.44746489608
63,-6.00608617081
64,0.260194512163
65,-0.00590042425583
66,-4.2321148708
67,-3.49828890614
68,8.07447645124
69,0.475368724432
70,-0.0406546241955
71,5.39408343981
72,6.77172983816
73,1.95708165227
74,1.97357192189
75,2.21271850524
76,1.97961459203
77,1.98065524771
78,0.866835389671
79,2.08173752931
80,-0.715018461026
81,2.46509696225
82,0.509347818593
83,0.543657273729
84,1.78796996037
85,2.00392767126
86,2.22396856987
87,2.11436238905
88,2.09038594203
89,1.83878216
90,2.09125693063
91,-2.21113300759
92,-2.28426381831
93,0.223313281397
94,2.63636540205
95,6.04762637314
96,6.18157977946
97,6.02837156564
98,2.67860107855
99,10.0529851748
100,2.62981472308
101,-4.60760205531
102,-5.48863231521
103,-2.92708505007
104,-0.381322073656
105,-0.325957619973
106,-0.341990130732
107,-0.344634285666
108,-1.83184974874
109,0.712329307284
110,0.674857876025
111,1.0798820431
112,1.0208021539
113,-7.92129272739
114,-1.36291919271
115,1.44041068422
116,5.59320045982
117,6.33601497788
118,7.12059482947
119,2.29601274315
120,7.75610824048
121,7.29168526228
122,3.42996791062
123,0.66471748721
124,-0.255468951103
125,1.24244829224
126,4.88255413446
127,-3.02540951247
128,-4.61959010388
129,-0.631179559159
130,-0.761625266136
131,4.33419402302
132,5.73732749851
133,-2.44653727839
134,10.6645580563
135,8.26999898397
136,0.117216857548
137,-2.10075801034
138,-6.11530209099
139,0.588667530788
140,3.53828871002
141,6.62100563901
142,-5.73331609729
143,5.00915639459
144,-5.54063118517
145,7.49906102233
146,7.76881770733
147,0.285596690816
148,4.9689659228
149,5.11720858416
150,10.5357622668
151,7.98109688495
152,8.67066208755
153,8.35348793946
154,-1.12689066397
155,1.65514062166
156,1.23661158026
157,1.68574726586
158,-1.87342890236
159,1.64658700738
160,2.28035114295
161,3.84282983778
162,7.27892846126
163,7.99086018369
164,3.29011612991
165,-1.21628948052
166,-0.85211838211
167,-3.27991768629
168,1.99899709583
169,1.8891577643
170,1.59023586765
171,-2.7390005724
172,0.893061156708
173,0.59214232059
174,-0.574756700692
175,-0.749746562214
176,-0.941760742602
177,-0.857673617911
178,-1.14773574221
179,-0.177907904474
180,5.02121806287
181,6.95968503684
182,9.56367742959
183,9.76963794103
184,6.99482028619
185,6.75802296321
186,9.05773563297
187,-0.236768634135
188,8.20488445152
189,0.460880919145
190,9.45847413994
191,9.75148492507
192,9.90275135422
193,7.96790944345
194,1.87105034893
195,2.27076367659
196,9.72270604881
197,6.13915159204
198,9.18990490376
199,3.67578099148
200,3.30615564282
201,5.91732145874
202,9.41477793781
203,8.98109131152
204,9.47655408296
205,9.43278252937
206,9.71906409983
207,2.70290464634
208,1.37375016906
209,1.29119476233
210,8.24154946386
211,-2.84449414017
212,-1.69940472899
213,3.64146726265
214,-2.82185270859
215,-1.14369946983
216,-5.10089115183
217,7.97690378895
218,6.86952490149
219,-0.828551126779
220,9.97377405196
221,8.05312810736
222,7.81629004339
223,9.69601636266
224,0.574487125957
225,8.06220342179
226,8.10251966829
227,8.03006817413
228,5.18829466832
229,3.56732940786
230,2.4076764524
231,1.77546905579
232,4.71990684559
233,9.9033306758
234,0.0339969963333
235,-0.910396118441
236,7.0966046462
237,10.3701395322
238,7.25871432185
239,9.28304582081
240,7.68573584855
241,8.03924668418
242,-1.50455138312
243,-0.0887836604316
244,8.54301252899
245,-7.37770691958
246,6.86278728766
247,5.52080609627
248,4.52168779668
249,0.125246245598
250,-1.18364357682
251,5.08556002025
252,7.69666433179
253,5.88868630497
254,3.82149670762
255,0.572994868864
256,5.91693951773
257,2.54792477079
258,1.31521127283
259,7.51340802379
260,6.93663607657
261,6.78019723501
262,8.68069915558
263,1.30069942099
264,-6.74705858875
265,-6.6141922483
266,-5.16611716899
267,6.40699955221
268,0.214462121477
269,1.92415882028
270,0.221211609069
271,5.46536517612
272,-2.48668010299
273,8.99027789217
274,2.71945094144
275,-2.34385238821
276,2.80635399596
277,0.221212703245
278,7.19737569648
279,2.58444137639
280,-5.00119372357
281,2.70000536537
282,-5.04087645537
283,-5.05923348067
284,0.116527579369
285,-4.58367726297
286,0.0321685868699
287,6.89773925352
288,2.75279204985
289,0.866892050513
290,-2.36464216873
291,-2.10182680125
292,3.40644665119
293,3.36998997975
294,-8.85535309848
295,-6.4264918189
296,2.26422093943
297,-6.47480487745
298,-6.64904685692
299,-5.82899855828
300,-5.27344130406
301,-5.28054453418
302,-5.26512693082
303,-3.96756125785
304,4.79753107276
305,5.68297078327
306,-4.66583274875
307,-1.15519449201
308,-3.44945492761
309,4.31423215081
310,8.64661764564
311,-0.799661762443
312,-4.08272744412
313,1.26327525729
314,-5.64774615649
315,-0.877063385074
316,-1.8492188394
317,-2.56574275377
318,0.960437599878
319,4.67152743838
320,7.68690894952
321,-1.92033562062
322,10.1082763389
323,0.615775475535
324,10.3233195017
325,10.3466221638
326,3.18647682561
327,7.70906001284
328,-0.68570520086
329,-1.24182737389
330,0.806588958569
331,0.713396108734
332,-5.97867079783
333,-5.23161368985
334,-2.47880682222
335,-4.71057852116
336,-4.12571917713
337,1.65335792286
338,3.65675092465
339,-5.82233628441
340,-6.99135127614
341,1.41670903953
342,6.19987191227
343,2.23032870694
344,-6.02853420732
345,5.04745833572
346,9.40130334025
347,6.43251429921
348,0.113114803479
349,2.54797631678
350,0.321573545132
351,-6.76545422501
352,-2.39070326037
353,2.48352231802
354,-3.27397500172
355,-4.24678012652
356,-1.28362456259
357,3.34228718316
358,-7.9586672
359,3.81673352961
360,0.101729455626
361,-3.14430140985
362,1.1548948124
363,6.56406203791
364,7.13802715017
365,2.43022399447
366,-1.13614936407
367,-4.58742961156
368,-1.30768032042
369,0.529753506262
370,-2.93835670441
371,-2.70485324627
372,-0.413864706382
373,-2.94707732729
374,-1.88095146311
375,-5.81717439353
376,4.66980228564
377,-4.56475262257
378,-2.08956782131
379,1.31878161202
380,1.15237138028
381,2.52685419069
382,7.56411831986
383,-8.09390409904
384,3.05503648175
385,3.12913599254
386,-4.4355358031
387,-7.2813797575
388,1.98266703379
389,1.30887735531
390,-7.04202608779
391,-1.57167889449
392,-2.72996853739
393,-1.93529631834
394,-5.62540964287
395,-8.85152079641
396,-2.45689571421
397,-4.64762078721
398,-5.56343127508
399,-5.52051253813
400,-1.85351805385
401,-2.46551884785
402,-4.75308834849
403,-2.56206140379
404,-3.29874493463
405,0.88143127402
406,-5.58856513964
407,-5.73030631451
408,-4.77651638331
409,-2.65122472569
410,-3.30377366602
411,-2.89180756981
412,-7.64639265762
413,-4.52117603974
414,-7.57947410953
415,-2.53888413041
416,-2.32275425895
417,-3.23256909066
418,-6.61182161136
419,-0.454000408473
420,0.41327650543
421,-4.26863870823
422,-4.09401403551
423,2.08917372051
424,-4.39015139774
425,-3.65369449398
426,-4.56066712377
427,-0.915869253947
428,-4.3443163651
429,-4.29873051275
430,-4.33069666369
431,-4.26250131243
432,4.65646613584
433,6.29894455338
434,6.50008711844
435,-7.42758147931
436,2.43639355819
437,3.81638454349
438,8.8587746861
439,8.75271684304
440,9.31516618091
441,5.13365590955
442,0.426550399467
443,9.0210019113
444,-8.32317823334
445,0.765613178838
446,5.9949272809
447,-1.12583224283
448,-6.14896756925
449,-0.954152170486
450,-2.15305740129
451,-2.24281305582
452,8.48890765383
453,-5.11230906838
454,0.0278929978943
455,-3.42925706641
456,-5.08256323416
457,5.00814635786
458,4.10799225283
459,-0.143181139249
460,-2.35964513826
461,2.24771951956
462,-1.20843256565
463,4.81749616954
464,7.22173757382
465,0.0951597070317
466,-0.329177984314
467,-0.144919618304
468,-0.21361307849
469,5.56797281495
470,4.50495392202
471,4.34402305742
472,-8.13594852547
473,-2.30795506988
474,5.60527636268
475,9.06380281639
476,7.69468506767
477,5.54882699757
478,4.55620197051
479,0.258969561176
480,6.83203847574
481,-6.25690001147
482,-0.16665787522
483,-0.52377896421
484,-6.32547433424
485,3.79688140215
486,1.13004233361
487,5.15324270484
488,7.25072955433
489,-3.85972887495
490,6.35009876185
491,6.34713206711
492,6.27737058296
493,6.41927961182
494,6.41473189904
495,-1.30854194038
496,-2.99604213756
497,6.04720276872
498,7.32663209097
499,-2.04948268002
500,2.42265679615
501,-1.97631790737
502,-2.64257881042
503,-3.21409980285
504,-1.42623795667
505,-7.93485227246
506,5.55724303252
507,2.6457800112
508,2.52958241457
509,2.6170862759
510,2.77011234451
511,2.6311732217
512,2.67770822314
513,2.77487238125
514,3.05474939239
515,2.93947740145
516,3.40478197815
517,3.31513875514
518,3.37726349269
519,2.07155225309
520,2.1854719631
521,-1.54187569029
522,2.71122808166
523,2.65205709299
524,2.32342623902
525,2.64711616965
526,3.09117841529
527,6.23143055513
528,4.98642323363
529,-2.13393877473
530,6.34917460917
531,10.6692349237
532,5.05055117054
533,3.94777962453
534,3.91982040389
535,-2.22284799381
536,-5.09107955129
537,-5.73352425201
538,-1.91784780001
539,-3.54080868848
540,-3.34702122352
541,-2.9680552998
542,-2.34879429406
543,3.49603768394
544,-0.663201828708
545,-3.37918418532
546,-3.76810262365
547,-1.76351850421
548,-0.792538672029
549,3.69384488822
550,1.03416027776
551,-1.18808966922
552,1.11863200259
553,0.880009406022
554,-4.26145043165
555,-3.30050924781
556,2.12334222164
557,0.301772269259
558,3.72226746263
559,-4.81291683309
560,8.99010439665
561,-0.201342726257
562,-3.69343208132
563,6.18807753404
564,-0.458422506786
565,0.931146435171
566,-3.64712146446
567,1.16042975076
568,0.947415005891
569,0.571593438725
570,0.508694576459
571,7.79061831422
572,-0.891017243827
573,4.67798742047
574,4.70757054969
575,-3.55598338404
576,0.354854186659
577,2.26697703195
578,0.0496948029971
579,3.36117451288
580,-0.405947548389
581,2.98477745567
582,-4.84452436228
583,2.655107254
584,1.14012294057
585,-1.31104065549
586,-1.27417951991
587,-1.2716136049
588,-5.7082458089
589,-2.68315050577
590,-5.22864761217
591,1.83404185957
592,-1.40260122554
593,-1.46188885376
594,-2.08822970776
595,-4.24032018189
596,0.122285557283
597,1.736608741
598,1.91627491803
599,-5.41337161901
600,0.0033519883449
601,5.34097983671
602,1.28667232361
603,1.83766126368
604,3.44376246102
605,3.83793690044
606,1.91881839621
607,1.50354716847
608,-3.64903869314
609,-5.23813584112
610,-0.258613577085
611,7.72753520353
612,7.92969123089
613,8.13763200798
614,8.84977112579
615,8.82710519054
616,8.82323714326
617,8.81892991
618,8.81581781676
619,8.81892510028
620,3.6936554531
621,8.79919155209
622,8.82358257318
623,8.82487435573
624,8.79181185436
625,8.812130908
626,8.8085958726
627,8.8395737084
628,8.1285531564
629,8.71921670846
630,8.13326380767
631,8.1285642662
632,8.12913322056
633,8.12118357639
634,8.14552900077
635,8.1789895965
636,8.10790430438
637,8.1718005021
638,8.12243227159
639,8.13013368383
640,8.0828936199
641,8.8385827137
642,8.86587791689
643,-8.4754968137
644,8.90125562329
645,8.84897688626
646,8.8637079154
647,-8.55680710374
648,0.235123442668
649,-5.02439349585
650,-3.3749775286
651,-4.15522607829
652,-4.96150605734
653,1.65828802498
654,-7.33422406722
655,-0.93957491261
656,1.06839757406
657,-1.50220046547
658,-0.572265875335
659,-1.15825533101
660,-4.42646508722
661,-3.73059813026
662,-3.64377597975
663,-2.76262533956
664,-4.29691557038
665,-4.16461104951
666,-4.59680811637
667,-5.03101005509
668,7.17173572863
669,7.76756789678
670,5.73782660802
671,3.80897424972
672,1.34839802419
673,5.29777636195
674,5.7812903958
675,5.34946227983
676,9.78000135841
677,5.59136468827
678,5.01317843215
679,9.31806879961
680,5.22082631844
681,6.50071342085
682,8.09332578004
683,5.96019378266
684,9.98445112816
685,8.69915292068
686,7.15214687885
687,5.289516571
688,-1.83084118921
689,-1.78265097603
690,5.33061162705
691,10.573760659
692,5.4387530526
693,7.51402317497
694,-1.44329888012
695,5.539325287
696,9.4710449122
697,10.1046861164
698,9.25496164915
699,5.67110483501
700,5.64010054795
701,-1.15376482353
702,-0.406093345519
703,0.33834157183
704,-1.7418722701
705,-2.87131194787
706,5.07716868492
707,0.436940900515
708,8.3873528189
709,7.55115712745
710,8.09210408888
711,-4.620053986
712,3.82989110946
713,-0.791945273756
714,9.64652466269
715,9.4003226554
716,9.7459771727
717,9.66216342027
718,9.45453254655
719,9.45912745539
720,-2.7486003261
721,10.0395070572
722,-8.21559994435
723,9.40121548689
724,8.99100519605
725,9.77776229751
726,9.71885268333
727,9.04533501143
728,-8.53758530025
729,-2.12235287034
730,-6.80806847033
731,0.00899435497795
732,3.19367336435
733,-6.14678640413
734,-1.25496077988
735,-7.42337470586
736,-2.26227330831
737,-2.64094736271
738,7.5239852345
739,6.08907007823
740,4.25929211001
741,-2.50407129648
742,-1.62077304211
743,6.00088826311
744,6.02118519835
745,6.0361437284
746,2.76990785971
747,-1.57823281048
748,6.06665024963
749,-2.11495621456
750,-5.72814393351
751,6.6293672828
752,-4.3842513837
753,2.53313653241
754,7.29650704236
755,-0.770780597432
756,5.77686075896
757,-2.25775144875
758,-2.89800546243
759,-4.41258408322
760,-5.82042373585
761,-6.65999551962
762,0.938398810171
763,0.0493015451989
764,-4.88493044957
765,-3.91321244831
766,-0.425024001494
767,-2.61631376827
768,-5.56775070018
769,-3.06253117753
770,-3.17143975332
771,-2.88656022831
772,-2.61064818264
773,3.63962630024
774,2.30394981598
775,0.766351907469
776,-4.20480958326
777,-2.16445981707
778,-3.56386405435
779,-0.726074169705
780,9.4525181284
781,1.35184974995
782,1.47367740211
783,-10.033088166
784,6.9342742236
785,-1.87456867439
786,4.27244238486
787,-0.151355947203
788,1.73768262856
789,-1.36169698772
790,1.95935366895
791,0.752124331483
792,0.765693118363
793,0.723473437447
794,-6.40950355262
795,-6.25515957306
796,-1.43611203478
797,-0.101089292469
798,-3.79802426834
799,-4.91242194642
800,-5.21742229839
801,-10.0547986284
802,-0.0753613952155
803,0.547695122516
804,-6.6916852958
805,-2.6733338457
806,7.7913120645
807,4.75432110772
808,-0.255636205136
809,3.32108870755
810,-2.05756586641
811,8.87210365062
812,4.54148130654
813,3.0892321422
814,-0.151818656482
815,4.49201442793
816,6.08664593817
817,5.76468575644
818,8.74991484025
819,-8.5665983412
820,8.23834110455
821,8.43610942662
822,10.5098837438
823,8.39947242119
824,-2.88132091676
825,10.153556657
826,1.44790325108
827,8.26236241225
828,7.03676372816
829,3.46170060449
830,4.19667821884
831,-1.45240434277
832,-6.41355751516
833,2.17566510306
834,-8.93796883752
835,-9.02075185233
836,-4.65216673929
837,-7.57144342861
838,6.82940341572
839,3.20091025191
840,4.23680009367
841,5.16337458453
842,5.48280760248
843,0.27055825503
844,8.47366023118
845,-4.3306589021
846,2.67463004672
847,1.06905799289
848,2.37896237703
849,3.07958655099
850,4.41570639132
851,7.54894329907
852,-0.0617635329691
853,-0.296051092833
854,-1.83274519803
855,-3.73906649952
856,-4.25630886502
857,-0.854338916289
858,-1.14308260185
859,-0.0771059300795
860,-7.11344503616
861,-7.93878799981
862,5.80674713391
863,7.13079118587
864,6.02801998873
865,4.09233740344
866,-6.34701742018
867,-0.196554082258
868,-0.560532620609
869,5.69513867649
870,-6.17887682286
871,5.90795828813
872,-4.84466762109
873,6.85687969751
874,0.5397471645
875,-8.57544805497
876,6.70257879328
877,9.93297555082
878,8.62038085702
879,9.9408754061
880,9.39402744872
881,6.68033551862
882,6.99492316718
883,9.12240546152
884,-1.76920734345
885,-0.373174470254
886,-6.77574520256
887,-4.30957425403
888,1.86931704171
889,-4.25412739416
890,-2.71157303537
891,-2.56121425241
892,-4.84078223347
893,3.9304977893
894,-4.84968227308
895,-4.45676541029
896,-4.56176708721
897,-4.59511216551
898,-5.50130351439
899,-6.00568242698
900,-5.64741769211
901,-1.27185559393
902,0.410281183209
903,-1.2149024106
904,-6.70845394629
905,1.4380680436
906,-2.23449069084
907,-4.86766379429
908,-4.90840880187
909,7.89959820772
910,7.95495189467
911,8.90530476008
912,-2.16407579148
913,-4.60888221227
914,3.48028581857
915,1.72467986498
916,-1.2898541896
917,-10.0505763155
918,-0.328111451398
919,-4.97293895943
920,-4.78396258178
921,3.22959935279
922,-4.44432245265
923,6.88682148909
924,-2.0644473341
925,-2.08205453995
926,-5.41225156688
927,0.851424005252
928,4.47885538439
929,4.61366082052
930,5.18369399365
931,-3.24391341305
932,-3.25825038345
933,-1.59480911487
934,-0.409717345463
935,-4.60717936933
936,-2.31735141146
937,-4.48167388497
938,-2.99931234
939,-2.0807789766
940,3.66398136968
941,-1.59333306503
942,-3.30731145127
943,1.66920889949
944,1.53061874582
945,-2.90789525378
946,-6.53261121527
947,-6.18824413336
948,-2.52084995824
949,-2.6955940282
950,-4.54573688458
951,-2.58050250816
952,0.882086011609
953,-4.0570458863
954,-0.97736039022
955,-1.80687299685
956,-0.955060352766
957,-8.61557364464
958,-7.23458212633
959,-7.95062133383
960,2.27206824037
961,-8.56637227908
962,-0.873945166485
963,-1.22962192228
964,-2.75011019269
965,-3.39924994137
966,-3.61339448588
967,-0.149530697838
968,-1.2608914457
969,-1.83343424387
970,-2.45033031587
971,-2.96699757849
972,-2.75255871002
973,-2.26399938787
974,-6.77715428028
975,-4.60314733819
976,8.93031236603
977,8.54919643537
978,9.00341044359
979,2.63426745967
980,2.68679481864
981,10.0161182791
982,-8.02918673855
983,-3.5195682738
984,8.99639888963
985,1.13467900934
986,10.2728846813
987,-4.2260166889
988,8.87348037494
989,4.53745596336
990,1.60459314303
991,9.46911077913
992,-0.697421272516
993,6.27569909336
994,3.66589924948
995,3.75331711279
996,3.84603247852
997,3.84932921938
998,3.81479588099
999,3.78621131418
1000,3.80951971015
1001,3.71257334275
1002,-9.23949181648
1003,-2.07690505517
1004,-6.10182150574
1005,-6.61914374918
1006,-7.68888874981
1007,-4.06825028423
1008,-1.53805289379
1009,-2.17223533378
1010,-1.74922927754
1011,-5.15757354594
1012,-3.04393761023
1013,0.133337730388
1014,3.45502459295
1015,3.64180812341
1016,7.17227753274
1017,7.18488380228
1018,-4.80448562607
1019,6.20466570557
1020,6.24008139077
1021,6.20818599556
1022,-1.41950275867
1023,5.66713420748
1024,6.78049552584
1025,2.08411866128
1026,7.56992375763
1027,6.49055834112
1028,2.6960494047
1029,-0.096085699412
1030,-2.45655842127
1031,-2.29944543596
1032,-6.94368336541
1033,-3.76622616433
1034,-2.95450248677
1035,0.941249269985
1036,-5.92962461955
1037,3.67295785567
1038,0.984591939113
1039,-6.32223245719
1040,-1.615895981
1041,1.27621291418
1042,2.93977578332
1043,-7.18717898488
1044,2.72804455643
1045,3.75789954772
1046,-1.43856255269
1047,-6.75086988357
1048,-6.51269099926
1049,-0.236088132305
1050,6.6835028163
1051,6.23086637725
1052,-7.23613029121
1053,-4.82044967529
1054,-3.92058202607
1055,-3.98295076587
1056,-5.84718544423
1057,-0.45746942741
1058,1.33507325027
1059,1.98440305732
1060,1.00389474272
1061,0.881561204407
1062,0.787203059602
1063,-0.157568241642
1064,0.572776196432
1065,4.18694275013
1066,-5.30338900175
1067,-1.55766763452
1068,-2.66976060322
1069,-5.93607259016
1070,-5.50712801473
1071,-5.67850364657
1072,-5.50062119369
1073,-6.31473266966
1074,-1.03190920148
1075,-9.04060731215
1076,-8.20616963884
1077,-8.32042262556
1078,-8.11452443987
1079,-8.65540922487
1080,-6.22929937001
1081,-8.31674784982
1082,-6.84905358579
1083,-6.69477894027
1084,-6.85364460206
1085,-8.61266403612
1086,-8.64250519723
1087,-8.62601682386
1088,0.163419578824
1089,0.0360038555826
1090,9.6203085663
1091,-8.61999286038
1092,-8.63076047256
1093,-8.6226846769
1094,-8.60666882149
1095,-8.61464796275
1096,-5.63235103047
1097,-2.54022789685
1098,-4.56068098009
1099,-6.27659422089
1100,-7.45007543055
1101,-6.34661886271
1102,-6.12905081471
1103,-4.68300634062
1104,1.22659695324
1105,-7.14092056609
1106,-2.44024202292
1107,-1.14467713727
1108,4.71563949365
1109,-0.815582121798
1110,-2.94432997831
1111,-0.0311941584458
1112,-3.30856475893
1113,2.75058519286
1114,-4.07185992477
1115,3.40302740072
1116,-7.19421051779
1117,-0.985569150364
1118,-7.75000040869
1119,0.47382412517
1120,-7.36897178045
1121,-7.54176934257
1122,3.3171361651
1123,0.0568041124214
1124,3.04906235614
1125,-5.42404667404
1126,0.90994602506
1127,-4.43806072405
1128,-7.24116297721
1129,0.0816747102732
1130,-0.321949875245
1131,2.74805235741
1132,-1.74693240159
1133,5.13524397313
1134,-0.99603840727
1135,-1.12531081234
1136,9.3481273271
1137,5.18413937751
1138,3.93157408857
1139,-2.18550859238
1140,5.95257054518
1141,-0.837121213418
1142,7.1961403316
1143,-2.1554826231
1144,6.78377269597
1145,10.3757590023
1146,-2.19570036334
1147,5.52239976532
1148,8.55926026372
1149,8.91358418468
1150,-8.54622101802
1151,9.69774191076
1152,0.362729777742
1153,8.61545140527
1154,-2.95693742827
1155,-1.42557927779
1156,-2.04819491862
1157,-4.99958220544
1158,-5.26392299893
1159,-0.252515825446
1160,1.44388073849
1161,1.36064620813
1162,4.63124623404
1163,-0.714807027874
1164,6.02825181127
1165,0.113331945931
1166,3.22412784326
1167,6.07928826093
1168,6.15613903464
1169,3.18341279826
1170,-2.23115322831
