,0
0,-8.26399537138
1,-7.59843769254
2,-5.96613020393
3,-7.96447129134
4,-7.67946113903
5,-2.49837178265
6,4.48392347913
7,-9.18693060173
8,-9.64362584303
9,3.1024966394
10,-2.58695149318
11,-2.05425829068
12,7.12989753277
13,6.69719647108
14,-2.07210194925
15,-7.17449817948
16,-7.39794423455
17,-7.85156698777
18,-8.34325237849
19,-8.10478483972
20,10.2241242892
21,-1.59009320424
22,-3.86754622131
23,-9.76857311802
24,-2.23780549015
25,1.44443871132
26,1.47493907925
27,1.47842229626
28,10.8552758881
29,8.90786818037
30,7.85922467317
31,7.25914525725
32,8.46098048029
33,-0.934736789854
34,-5.53208318946
35,-5.55252440484
36,8.15891379959
37,3.09979676784
38,0.728105324322
39,-2.26486775787
40,-3.4434519446
41,-1.90881036125
42,7.73258137117
43,-1.78138957587
44,-6.15359039912
45,-6.1449567265
46,-6.15026045647
47,-4.22439637863
48,-4.23656365323
49,4.73009040571
50,7.74323647666
51,4.22971696132
52,8.62344553008
53,-1.68962590037
54,-8.31521113519
55,6.24715926954
56,7.60728128938
57,8.58811959683
58,-1.9294418961
59,-3.02699135859
60,7.40308627375
61,1.08975334323
62,-1.92395447417
63,6.21397339372
64,-6.15179802866
65,-6.55535282395
66,-7.83185166008
67,-6.49723893705
68,7.30057278771
69,-4.85703116398
70,-3.73425735853
71,-3.41666242655
72,-1.01544679046
73,-4.44359203112
74,-4.54824717358
75,-4.53381943477
76,-4.49416031759
77,-4.46783257182
78,-4.69194172078
79,-4.58101214349
80,-4.13585965731
81,-4.38303479333
82,-4.8296147521
83,-4.79078983047
84,-4.73536103375
85,-4.64584476385
86,-4.53389689489
87,-4.52767644309
88,-4.5154453543
89,-4.62979436536
90,-4.54495881477
91,-3.9666551666
92,-3.88322360921
93,-5.17999615783
94,-0.0325604434393
95,2.5676270322
96,2.63974885493
97,2.64552316448
98,-0.284114151034
99,-0.429988125317
100,-0.0729291832732
101,-3.63254490496
102,6.80901935091
103,9.5688607474
104,4.75649910832
105,4.75600354352
106,4.75579592817
107,4.78685523368
108,3.26974912599
109,5.13542088945
110,5.10826071795
111,5.20809787574
112,5.25056597904
113,-3.11493351672
114,-1.39744471916
115,3.26433944244
116,3.48805382524
117,4.74870594299
118,12.3185035503
119,1.78667221124
120,1.93153820417
121,-1.91531812444
122,0.980839990657
123,-0.212806123171
124,-0.222694683637
